model,file_number,true_label,pred_label,is_correct,raw_response,error,prompt_tokens,completion_tokens,total_tokens
google/gemini-3-flash-preview,6994,4,4,1,4,,1289,1,1290
google/gemini-3-flash-preview,5931,3,3,1,3,,1289,1,1290
google/gemini-3-flash-preview,5639,8,8,1,8,,1289,1,1290
google/gemini-3-flash-preview,1321,6,6,1,6,,1289,1,1290
google/gemini-3-flash-preview,8782,7,7,1,7,,1289,1,1290
google/gemini-3-flash-preview,5455,9,9,1,9,,1289,1,1290
google/gemini-3-flash-preview,8717,5,5,1,5,,1289,1,1290
google/gemini-3-flash-preview,7592,2,2,1,2,,1289,1,1290
google/gemini-3-flash-preview,3094,0,1,0,1,,1289,1,1290
google/gemini-3-flash-preview,8374,8,8,1,8,,1289,1,1290
google/gemini-3-flash-preview,8989,7,7,1,7,,1289,1,1290
google/gemini-3-flash-preview,9972,4,4,1,4,,1289,1,1290
google/gemini-3-flash-preview,3554,5,5,1,5,,1289,1,1290
google/gemini-3-flash-preview,999,9,9,1,9,,1289,1,1290
google/gemini-3-flash-preview,1363,1,1,1,1,,1289,1,1290
google/gemini-3-flash-preview,5007,3,3,1,3,,1289,1,1290
google/gemini-3-flash-preview,4976,2,2,1,2,,1289,1,1290
google/gemini-3-flash-preview,9268,6,6,1,6,,1289,1,1290
google/gemini-3-flash-preview,2223,1,1,1,1,,1289,1,1290
google/gemini-3-flash-preview,4207,0,8,0,8,,1289,1,1290
